CAS,C,H,O,N,S,F,Cl,Br,I,Si
367-23-7,6,3,0,0,0,3,0,0,0,0
367-25-9,6,5,0,1,0,2,0,0,0,0
367-30-6,6,5,0,1,0,2,0,0,0,0
367-57-7,5,5,2,0,0,3,0,0,0,0
3681-78-5,15,30,2,0,0,0,0,0,0,0
3683-19-0,7,14,0,0,0,0,0,0,0,0
3683-22-5,7,14,0,0,0,0,0,0,0,0
36894-69-6,19,24,3,2,0,0,0,0,0,0
3691-11-0,15,24,0,0,0,0,0,0,0,0
36917-36-9,9,13,0,1,0,0,0,0,0,0
36945-98-9,,,,,,,,,,
3697-24-3,19,14,0,0,0,0,0,0,0,0
3698-89-3,13,28,0,0,1,0,0,0,0,0
3698-94-0,10,22,0,0,1,0,0,0,0,0
3698-95-1,9,20,0,0,1,0,0,0,0,0
370-14-9,10,15,1,1,0,0,0,0,0,0
37064-20-3,8,16,2,0,0,0,0,0,0,0
37065-29-5,,,,,,,,,,
3710-30-3,8,14,0,0,0,0,0,0,0,0
371-40-4,6,6,0,1,0,1,0,0,0,0
371-41-5,6,5,1,0,0,1,0,0,0,0
3714-62-3,,,,,,,,,,
372-09-8,3,3,2,1,0,0,0,0,0,0
372162-07-7,,,,,,,,,,
372-18-9,6,4,0,0,0,2,0,0,0,0
372-19-0,6,6,0,1,0,1,0,0,0,0
3721-95-7,5,8,2,0,0,0,0,0,0,0
372-20-3,6,5,1,0,0,1,0,0,0,0
372-38-3,6,3,0,0,0,3,0,0,0,0
3724-55-8,5,8,2,0,0,0,0,0,0,0
372-46-3,6,11,0,0,0,1,0,0,0,0
372-47-4,5,4,0,1,0,1,0,0,0,0
372-48-5,5,4,0,1,0,1,0,0,0,0
3727-31-9,6,8,0,0,0,0,0,0,0,0
373-14-8,6,13,0,0,0,1,0,0,0,0
373-44-4,8,20,0,2,0,0,0,0,0,0
37350-58-6,,,,,,,,,,
3739-38-6,,,,,,,,,,
3739-82-0,,,,,,,,,,
3741-00-2,10,20,0,0,0,0,0,0,0,0
3748-84-3,9,13,0,1,0,0,0,0,0,0
37517-30-9,18,28,4,2,0,0,0,0,0,0
37529-27-4,13,21,0,1,0,0,0,0,0,0
37529-29-6,15,25,0,1,0,0,0,0,0,0
37529-30-9,16,27,0,1,0,0,0,0,0,0
375-45-1,,,,,,,,,,
37587-81-8,5,8,2,0,0,0,2,0,0,0
37587-86-3,8,13,2,0,0,0,3,0,0,0
375-96-2,9,0,0,0,0,20,0,0,0,0
3760-14-3,10,16,0,0,0,0,0,0,0,0
37609-25-9,,,,,,,,,,
3761-94-2,8,16,1,0,0,0,0,0,0,0
37680-65-2,12,7,0,0,0,0,3,0,0,0
37680-66-3,12,7,0,0,0,0,3,0,0,0
37680-68-5,12,7,0,0,0,0,3,0,0,0
37680-69-6,12,7,0,0,0,0,3,0,0,0
37680-73-2,12,5,0,0,0,0,5,0,0,0
3769-23-1,7,14,0,0,0,0,0,0,0,0
3770-48-7,13,11,0,1,0,0,0,0,0,0
3777-69-3,9,14,1,0,0,0,0,0,0,0
3777-70-6,10,16,1,0,0,0,0,0,0,0
3777-71-7,11,18,1,0,0,0,0,0,0,0
3779-61-1,10,16,0,0,0,0,0,0,0,0
37839-63-7,,,,,,,,,,
37873-29-3,,,,,,,,,,
37961-57-2,,,,,,,,,,
3796-70-1,13,22,1,0,0,0,0,0,0,0
38028-67-0,6,8,1,2,0,0,0,0,0,0
38029-10-6,,,,,,,,,,
38183-03-8,,,,,,,,,,
38183-04-9,,,,,,,,,,
38194-50-2,20,17,3,0,1,1,0,0,0,0
38363-40-5,,,,,,,,,,
38379-99-6,12,5,0,0,0,0,5,0,0,0
38380-01-7,12,5,0,0,0,0,5,0,0,0
38380-02-8,12,5,0,0,0,0,5,0,0,0
38380-03-9,12,5,0,0,0,0,5,0,0,0
38380-04-0,12,4,0,0,0,0,6,0,0,0
38380-05-1,12,4,0,0,0,0,6,0,0,0
38380-07-3,12,4,0,0,0,0,6,0,0,0
38380-08-4,12,4,0,0,0,0,6,0,0,0
3839-22-3,8,5,2,1,0,0,0,0,0,0
38404-42-1,10,12,2,0,0,0,0,0,0,0
38411-22-2,12,4,0,0,0,0,6,0,0,0
38411-25-5,12,3,0,0,0,0,7,0,0,0
38444-73-4,12,7,0,0,0,0,3,0,0,0
38444-76-7,12,7,0,0,0,0,3,0,0,0
38444-77-8,12,7,0,0,0,0,3,0,0,0
38444-78-9,12,7,0,0,0,0,3,0,0,0
38444-81-4,12,7,0,0,0,0,3,0,0,0
38444-84-7,12,7,0,0,0,0,3,0,0,0
38444-85-8,12,7,0,0,0,0,3,0,0,0
38444-86-9,12,7,0,0,0,0,3,0,0,0
38444-87-0,12,7,0,0,0,0,3,0,0,0
38444-88-1,12,7,0,0,0,0,3,0,0,0
38444-90-5,12,7,0,0,0,0,3,0,0,0
38444-93-8,12,6,0,0,0,0,4,0,0,0
3846-73-9,,,,,,,,,,
385-00-2,7,4,2,0,0,2,0,0,0,0
3855-26-3,9,12,1,0,0,0,0,0,0,0
3856-25-5,15,24,0,0,0,0,0,0,0,0
3867-18-3,,,,,,,,,,
3875-51-2,8,16,0,0,0,0,0,0,0,0
3877-15-4,4,10,0,0,1,0,0,0,0,0
387-97-3,,,,,,,,,,
38842-03-4,,,,,,,,,,
389-08-2,12,12,3,2,0,0,0,0,0,0
3900-13-8,,,,,,,,,,
3902-71-4,14,12,3,0,0,0,0,0,0,0
39029-41-9,15,24,0,0,0,0,0,0,0,0
390745-03-6,,,,,,,,,,
39075-90-6,,,,,,,,,,
3913-81-3,10,18,1,0,0,0,0,0,0,0
3916-44-7,12,9,3,1,0,0,0,0,0,0
39190-96-0,,,,,,,,,,
39255-32-8,8,16,2,0,0,0,0,0,0,0
392-56-3,6,0,0,0,0,6,0,0,0,0
3930-20-9,12,20,3,2,1,0,0,0,0,0
3937-56-2,9,20,2,0,0,0,0,0,0,0
3938-95-2,7,14,2,0,0,0,0,0,0,0
3938-96-3,5,10,3,0,0,0,0,0,0,0
394-35-4,8,7,2,0,0,1,0,0,0,0
3943-74-6,9,10,4,0,0,0,0,0,0,0
39485-83-1,12,5,0,0,0,0,5,0,0,0
39562-70-4,18,20,6,2,0,0,0,0,0,0
396-01-0,12,11,0,7,0,0,0,0,0,0
39608-47-4,7,4,4,1,0,0,1,0,0,0
39635-31-9,12,3,0,0,0,0,7,0,0,0
39635-32-0,,,,,,,,,,
39635-33-1,,,,,,,,,,
39635-34-2,,,,,,,,,,
39635-35-3,12,4,0,0,0,0,6,0,0,0
3964-18-9,6,12,4,2,0,0,0,0,0,0
3964-56-5,6,4,1,0,0,0,1,1,0,0
3970-62-5,7,16,1,0,0,0,0,0,0,0
3978-81-2,9,13,0,1,0,0,0,0,0,0
3982-64-7,11,16,0,0,0,0,0,0,0,0
3982-66-9,11,16,0,0,0,0,0,0,0,0
3989-43-3,,,,,,,,,,
3999-78-8,,,,,,,,,,
4008-48-4,9,6,3,2,0,0,0,0,0,0
40186-70-7,12,3,0,0,0,0,7,0,0,0
40186-71-8,12,2,0,0,0,0,8,0,0,0
40186-72-9,12,1,0,0,0,0,9,0,0,0
4023-53-4,,,,,,,,,,
402-45-9,7,5,1,0,0,3,0,0,0,0
402-67-5,6,4,2,1,0,1,0,0,0,0
4032-86-4,9,20,0,0,0,0,0,0,0,0
403-33-8,8,7,2,0,0,1,0,0,0,0
403-42-9,8,7,1,0,0,1,0,0,0,0
4044-00-2,,,,,,,,,,
4048-33-3,6,15,1,1,0,0,0,0,0,0
404-86-4,18,27,3,1,0,0,0,0,0,0
4050-45-7,6,12,0,0,0,0,0,0,0,0
4052-30-6,,,,,,,,,,
4054-38-0,7,10,0,0,0,0,0,0,0,0
4074-43-5,10,14,1,0,0,0,0,0,0,0
4074-46-8,10,14,1,0,0,0,0,0,0,0
4080-46-0,10,14,0,0,0,0,0,0,0,0
40813-84-1,11,24,0,0,1,0,0,0,0,0
409314-70-1,,,,,,,,,,
40946-38-1,,,,,,,,,,
4097-49-8,,,,,,,,,,
4099-71-2,8,8,5,2,0,0,0,0,0,0
4110-44-5,10,22,0,0,0,0,0,0,0,0
4110-50-3,5,12,0,0,1,0,0,0,0,0
41114-00-5,17,34,2,0,0,0,0,0,0,0
41175-50-2,12,15,1,1,0,0,0,0,0,0
41233-10-7,,,,,,,,,,
4126-78-7,8,16,0,0,0,0,0,0,0,0
4130-42-1,16,26,1,0,0,0,0,0,0,0
4132-77-8,11,16,0,0,0,0,0,0,0,0
41394-05-2,10,10,1,4,0,0,0,0,0,0
41411-61-4,,,,,,,,,,
41411-62-5,12,4,0,0,0,0,6,0,0,0
41411-63-6,12,4,0,0,0,0,6,0,0,0
41411-64-7,12,3,0,0,0,0,7,0,0,0
4143-63-9,15,0,3,0,0,0,0,0,0,0
4143-64-0,,,,,,,,,,
41451-28-9,,,,,,,,,,
41464-39-5,12,6,0,0,0,0,4,0,0,0
41464-40-8,12,6,0,0,0,0,4,0,0,0
41464-41-9,12,6,0,0,0,0,4,0,0,0
41464-42-0,12,6,0,0,0,0,4,0,0,0
41464-43-1,12,6,0,0,0,0,4,0,0,0
41464-46-4,12,6,0,0,0,0,4,0,0,0
41464-47-5,12,6,0,0,0,0,4,0,0,0
41464-48-6,12,6,0,0,0,0,4,0,0,0
41464-49-7,12,6,0,0,0,0,4,0,0,0
41464-51-1,12,5,0,0,0,0,5,0,0,0
4147-51-7,11,19,0,5,1,0,0,0,0,0
41483-43-6,,,,,,,,,,
4161-60-8,5,10,2,0,0,0,0,0,0,0
4170-24-5,4,7,2,0,0,0,1,0,0,0
4173-74-4,,,,,,,,,,
4177-16-6,6,6,0,2,0,0,0,0,0,0
4191-73-5,10,12,3,0,0,0,0,0,0,0
4200-95-7,17,37,0,1,0,0,0,0,0,0
4205-90-7,9,9,0,3,0,0,2,0,0,0
42087-80-9,,,,,,,,,,
420-91-7,,,,,,,,,,
420-98-4,,,,,,,,,,
421-01-2,2,2,0,0,0,2,1,1,0,0
4212-43-5,3,6,3,0,0,0,0,0,0,0
421-43-2,,,,,,,,,,
4218-48-8,11,16,0,0,0,0,0,0,0,0
42200-33-9,17,27,4,1,0,0,0,0,0,0
42205-08-3,,,,,,,,,,
4229-91-8,7,10,1,0,0,0,0,0,0,0
4230-93-7,10,11,4,1,0,0,0,0,0,0
4238-71-5,10,10,0,2,0,0,0,0,0,0
4245-35-6,8,14,2,0,0,0,0,0,0,0
42472-93-5,14,12,4,2,0,0,0,0,0,0
42474-44-2,3,8,0,0,3,0,0,0,0,0
42509-80-8,9,17,3,3,1,0,1,0,0,0
4253-89-8,6,14,0,0,2,0,0,0,0,0
42542-10-9,11,15,2,1,0,0,0,0,0,0
42565-22-0,8,16,2,0,0,0,0,0,0,0
4265-25-2,9,8,1,0,0,0,0,0,0,0
4271-13-0,,,,,,,,,,
42740-50-1,12,2,0,0,0,0,8,0,0,0
42822-86-6,,,,,,,,,,
4282-40-0,7,15,0,0,0,0,0,0,1,0
4282-42-2,9,19,0,0,0,0,0,0,1,0
4282-44-4,11,23,0,0,0,0,0,0,1,0
42839-08-7,,,,,,,,,,
4285-59-0,8,18,2,0,0,0,0,0,0,0
42873-96-1,,,,,,,,,,
4292-04-0,9,16,0,0,0,0,0,0,0,0
4292-19-7,12,25,0,0,0,0,0,0,1,0
431-21-0,3,3,0,0,0,3,0,2,0,0
43121-43-3,14,16,2,3,0,0,1,0,0,0
433-97-6,8,5,2,0,0,3,0,0,0,0
434-22-0,18,26,2,0,0,0,0,0,0,0
434-64-0,7,0,0,0,0,8,0,0,0,0
437-38-7,22,28,1,2,0,0,0,0,0,0
4375-14-8,8,15,0,1,0,0,0,0,0,0
4376-18-5,9,8,4,0,0,0,0,0,0,0
4382-53-0,,,,,,,,,,
4382-76-7,,,,,,,,,,
4385-35-7,9,8,2,0,0,0,0,0,0,0
438-60-8,19,21,0,1,0,0,0,0,0,0
439-14-5,16,13,1,2,0,0,1,0,0,0
4394-00-7,13,9,2,2,0,3,0,0,0,0
4394-85-8,5,9,2,1,0,0,0,0,0,0
4415-82-1,5,10,1,0,0,0,0,0,0,0
4428-95-9,,,,,,,,,,
4430-36-8,6,11,0,1,2,0,0,0,0,0
443-48-1,6,9,3,3,0,0,0,0,0,0
4439-24-1,6,14,2,0,0,0,0,0,0,0
444-30-4,7,5,1,0,0,3,0,0,0,0
4448-75-3,8,16,1,0,0,0,0,0,0,0
445-27-2,8,7,1,0,0,1,0,0,0,0
445-29-4,7,5,2,0,0,1,0,0,0,0
4461-87-4,6,14,2,0,0,0,0,0,0,0
446-35-5,6,3,2,1,0,2,0,0,0,0
446-52-6,7,5,1,0,0,1,0,0,0,0
4466-24-4,8,12,1,0,0,0,0,0,0,0
446-72-0,,,,,,,,,,
447-53-0,10,10,0,0,0,0,0,0,0,0
4478-93-7,6,11,1,1,2,0,0,0,0,0
4481-30-5,11,16,0,0,0,0,0,0,0,0
4485-09-0,9,18,1,0,0,0,0,0,0,0
4519-39-5,6,4,2,0,0,2,0,0,0,0
4521-28-2,11,14,3,0,0,0,0,0,0,0
452-71-1,7,8,0,1,0,1,0,0,0,0
452-77-7,,,,,,,,,,
452-86-8,7,8,2,0,0,0,0,0,0,0
453-18-9,3,5,2,0,0,1,0,0,0,0
453-71-4,7,4,4,1,0,1,0,0,0,0
4538-51-6,,,,,,,,,,
454-92-2,8,5,2,0,0,3,0,0,0,0
4549-31-9,7,14,0,0,0,0,0,2,0,0
4549-32-0,8,16,0,0,0,0,0,2,0,0
4549-33-1,9,18,0,0,0,0,0,2,0,0
4549-40-0,,,,,,,,,,
4549-43-3,,,,,,,,,,
4551-51-3,9,16,0,0,0,0,0,0,0,0
4551-69-3,,,,,,,,,,
455-24-3,8,5,2,0,0,3,0,0,0,0
455-38-9,7,5,2,0,0,1,0,0,0,0
455-40-3,7,4,2,0,0,2,0,0,0,0
455-68-5,8,7,2,0,0,1,0,0,0,0
455-86-7,7,4,2,0,0,2,0,0,0,0
456-22-4,7,5,2,0,0,1,0,0,0,0
456-48-4,7,5,1,0,0,1,0,0,0,0
456-49-5,7,7,1,0,0,1,0,0,0,0
456-55-3,7,5,1,0,0,3,0,0,0,0
4567-98-0,13,24,4,0,0,0,0,0,0,0
458-88-8,8,17,0,1,0,0,0,0,0,0
4595-59-9,4,3,0,2,0,0,0,1,0,0
4595-60-2,4,3,0,2,0,0,0,1,0,0
459-57-4,7,5,1,0,0,1,0,0,0,0
459-60-9,7,7,1,0,0,1,0,0,0,0
459-72-3,4,7,2,0,0,1,0,0,0,0
460-00-4,6,4,0,0,0,1,0,1,0,0
461-58-5,2,4,0,4,0,0,0,0,0,0
4618-18-2,,,,,,,,,,
462-06-6,6,5,0,0,0,1,0,0,0,0
4628-21-1,4,7,0,0,0,0,1,0,0,0
462-94-2,5,14,0,2,0,0,0,0,0,0
462-95-3,5,12,2,0,0,0,0,0,0,0
4630-20-0,13,11,0,1,0,0,0,0,0,0
4630-82-4,8,14,2,0,0,0,0,0,0,0
463-11-6,8,17,0,0,0,1,0,0,0,0
463-18-3,9,19,0,0,0,1,0,0,0,0
463-40-1,18,30,2,0,0,0,0,0,0,0
464-06-2,7,16,0,0,0,0,0,0,0,0
464-07-3,6,14,1,0,0,0,0,0,0,0
4642-95-9,,,,,,,,,,
4655-34-9,7,12,2,0,0,0,0,0,0,0
465-65-6,19,21,4,1,0,0,0,0,0,0
4658-28-0,7,11,0,7,1,0,0,0,0,0
4673-31-8,8,11,0,1,0,0,0,0,0,0
4674-50-4,15,22,1,0,0,0,0,0,0,0
46817-91-8,13,19,3,1,0,0,0,0,0,0
4685-47-6,9,12,1,0,0,0,0,0,0,0
469-21-6,17,22,1,2,0,0,0,0,0,0
469-61-4,15,24,0,0,0,0,0,0,0,0
469-62-5,22,29,2,1,0,0,0,0,0,0
4697-36-3,,,,,,,,,,
470-40-6,15,24,0,0,0,0,0,0,0,0
4706-90-5,11,16,0,0,0,0,0,0,0,0
4707-47-5,10,12,4,0,0,0,0,0,0,0
470-82-6,10,18,1,0,0,0,0,0,0,0
471-12-5,10,18,0,0,0,0,0,0,0,0
471-84-1,10,16,0,0,0,0,0,0,0,0
473-13-2,15,24,0,0,0,0,0,0,0,0
473-14-3,,,,,,,,,,
475-20-7,15,24,0,0,0,0,0,0,0,0
4756-13-2,,,,,,,,,,
4759-48-2,,,,,,,,,,
477-75-8,20,14,0,0,0,0,0,0,0,0
4792-15-8,10,22,6,0,0,0,0,0,0,0
479-45-8,7,5,8,5,0,0,0,0,0,0
4795-31-7,,,,,,,,,,
4798-44-1,6,12,1,0,0,0,0,0,0,0
480-16-0,,,,,,,,,,
480-40-0,15,10,4,0,0,0,0,0,0,0
480-41-4,,,,,,,,,,
481-21-0,27,48,0,0,0,0,0,0,0,0
4812-20-8,9,12,2,0,0,0,0,0,0,0
4815-57-0,12,18,0,0,0,0,0,0,0,0
482-89-3,16,10,2,2,0,0,0,0,0,0
483-76-1,15,24,0,0,0,0,0,0,0,0
483-78-3,15,18,0,0,0,0,0,0,0,0
484-19-5,,,,,,,,,,
484-20-8,12,8,4,0,0,0,0,0,0,0
486-25-9,13,8,1,0,0,0,0,0,0,0
486-56-6,10,12,1,2,0,0,0,0,0,0
486-66-8,,,,,,,,,,
4869-59-4,7,6,2,0,1,0,0,0,0,0
487-68-3,10,12,1,0,0,0,0,0,0,0
488-23-3,10,14,0,0,0,0,0,0,0,0
488-47-1,,,,,,,,,,
488-70-0,10,14,1,0,0,0,0,0,0,0
489-39-4,15,24,0,0,0,0,0,0,0,0
489-40-7,15,24,0,0,0,0,0,0,0,0
4894-61-5,4,7,0,0,0,0,1,0,0,0
4901-51-3,6,2,1,0,0,0,4,0,0,0
490-79-9,5,11,2,1,0,0,0,0,0,0
491-11-2,,,,,,,,,,
491-35-0,10,9,0,1,0,0,0,0,0,0
4914-91-4,7,14,0,0,0,0,0,0,0,0
491-67-8,,,,,,,,,,
491-70-3,15,10,6,0,0,0,0,0,0,0
491-78-1,15,0,3,0,0,0,0,0,0,0
491-80-5,16,12,5,0,0,0,0,0,0,0
4919-33-9,10,12,3,0,0,0,0,0,0,0
492-00-2,,,,,,,,,,
4920-77-8,7,7,3,1,0,0,0,0,0,0
4920-99-4,11,16,0,0,0,0,0,0,0,0
492-22-8,13,8,1,0,1,0,0,0,0,0
492-37-5,9,10,2,0,0,0,0,0,0,0
4923-91-5,,,,,,,,,,
493-01-06,,,,,,,,,,
493-02-07,,,,,,,,,,
493-09-4,8,8,2,0,0,0,0,0,0,0
4938-52-7,7,14,1,0,0,0,0,0,0,0
494-90-6,10,14,1,0,0,0,0,0,0,0
4949-13-7,,,,,,,,,,
495-40-9,10,12,1,0,0,0,0,0,0,0
495-60-3,15,24,0,0,0,0,0,0,0,0
495-61-4,15,24,0,0,0,0,0,0,0,0
496-10-6,9,16,0,0,0,0,0,0,0,0
496-11-7,9,10,0,0,0,0,0,0,0,0
496-14-0,8,8,1,0,0,0,0,0,0,0
496-15-1,8,9,0,1,0,0,0,0,0,0
496-67-3,6,11,2,2,0,0,0,1,0,0
496-78-6,9,12,1,0,0,0,0,0,0,0
497-03-0,5,8,1,0,0,0,0,0,0,0
497-06-3,4,8,2,0,0,0,0,0,0,0
497-76-7,,,,,,,,,,
498-02-2,9,10,3,0,0,0,0,0,0,0
498-66-8,7,10,0,0,0,0,0,0,0,0
499-06-9,9,10,2,0,0,0,0,0,0,0
499-12-7,,,,,,,,,,
499-75-2,10,14,1,0,0,0,0,0,0,0
500-22-1,6,5,1,1,0,0,0,0,0,0
50-06-6,12,12,3,2,0,0,0,0,0,0
5008-72-0,6,14,0,0,1,0,0,0,0,0
5008-73-1,6,14,0,0,1,0,0,0,0,0
5009-32-5,9,16,1,0,0,0,0,0,0,0
500-99-2,8,10,3,0,0,0,0,0,0,0
50-11-3,9,14,3,2,0,0,0,0,0,0
501-24-6,21,36,1,0,0,0,0,0,0,0
501-30-4,6,6,4,0,0,0,0,0,0,0
501-36-0,14,12,3,0,0,0,0,0,0,0
501-52-0,9,10,2,0,0,0,0,0,0,0
501-89-3,,,,,,,,,,
501-97-3,9,10,3,0,0,0,0,0,0,0
50-21-5,3,6,3,0,0,0,0,0,0,0
502-41-0,7,14,1,0,0,0,0,0,0,0
502-42-1,7,12,1,0,0,0,0,0,0,0
502-49-8,8,14,1,0,0,0,0,0,0,0
502-56-7,9,18,1,0,0,0,0,0,0,0
502-61-4,15,24,0,0,0,0,0,0,0,0
50-27-1,18,24,3,0,0,0,0,0,0,0
502-72-7,15,28,1,0,0,0,0,0,0,0
50277-34-4,15,20,0,0,0,0,0,0,0,0
50-28-2,18,24,2,0,0,0,0,0,0,0
50-29-3,14,9,0,0,0,0,5,0,0,0
5029-67-4,,,,,,,,,,
50-30-6,7,4,2,0,0,0,2,0,0,0
50-32-8,20,12,0,0,0,0,0,0,0,0
5033-22-7,,,,,,,,,,
50-33-9,19,20,2,2,0,0,0,0,0,0
50-35-1,13,10,4,2,0,0,0,0,0,0
50-36-2,17,21,4,1,0,0,0,0,0,0
503-66-2,,,,,,,,,,
503-74-2,5,10,2,0,0,0,0,0,0,0
50375-10-5,7,5,1,0,0,0,3,0,0,0
504-02-9,6,8,2,0,0,0,0,0,0,0
504-24-5,5,6,0,2,0,0,0,0,0,0
504-29-0,5,6,0,2,0,0,0,0,0,0
50-44-2,,,,,,,,,,
504-63-2,3,8,2,0,0,0,0,0,0,0
50-47-5,18,22,0,2,0,0,0,0,0,0
50-48-6,20,23,0,1,0,0,0,0,0,0
50-49-7,19,24,0,2,0,0,0,0,0,0
5051-62-7,,,,,,,,,,
505-22-6,4,8,2,0,0,0,0,0,0,0
50-53-3,17,19,0,2,1,0,1,0,0,0
5053-43-0,5,6,0,2,0,0,0,0,0,0
505-48-6,8,14,4,0,0,0,0,0,0,0
505-60-2,4,8,0,0,1,0,2,0,0,0
505-65-7,5,10,2,0,0,0,0,0,0,0
505-84-0,7,16,2,0,0,0,0,0,0,0
506-05-8,11,23,0,0,0,1,0,0,0,0
506-12-7,17,34,2,0,0,0,0,0,0,0
506-30-9,20,40,2,0,0,0,0,0,0,0
506-32-1,20,32,2,0,0,0,0,0,0,0
50-67-9,,,,,,,,,,
506-83-2,1,1,0,0,0,0,0,1,0,0
50685-26-2,,,,,,,,,,
50702-39-1,,,,,,,,,,
50-70-4,6,14,6,0,0,0,0,0,0,0
507-19-7,4,9,0,0,0,0,0,1,0,0
507-36-8,5,11,0,0,0,0,0,1,0,0
507-70-0,10,18,1,0,0,0,0,0,0,0
50-78-2,9,8,4,0,0,0,0,0,0,0
5081-36-7,8,7,5,1,0,0,0,0,0,0
50-81-7,6,8,6,0,0,0,0,0,0,0
508-32-7,10,16,0,0,0,0,0,0,0,0
50-84-0,7,4,2,0,0,0,2,0,0,0
509-14-8,1,0,8,4,0,0,0,0,0,0
510-15-6,16,14,3,0,0,0,2,0,0,0
510-20-3,7,12,4,0,0,0,0,0,0,0
5103-71-9,10,6,0,0,0,0,8,0,0,0
5103-74-2,10,6,0,0,0,0,8,0,0,0
5104-49-4,15,13,2,0,0,1,0,0,0,0
51-06-9,13,21,1,3,0,0,0,0,0,0
511-15-9,20,30,1,0,0,0,0,0,0,0
511-59-1,15,24,0,0,0,0,0,0,0,0
51169-17-6,16,14,2,2,0,0,0,0,0,0
51-17-2,7,6,0,2,0,0,0,0,0,0
51218-45-2,15,22,2,1,0,0,1,0,0,0
512-56-1,3,9,4,0,0,0,0,0,0,0
512-61-8,15,24,0,0,0,0,0,0,0,0
51-28-5,6,4,5,2,0,0,0,0,0,0
5129-46-4,9,18,2,0,0,0,0,0,0,0
5129-48-6,10,20,2,0,0,0,0,0,0,0
5129-49-7,,,,,,,,,,
5129-72-6,5,11,1,1,0,0,0,0,0,0
513-08-6,9,21,4,0,0,0,0,0,0,0
513-36-0,4,9,0,0,0,0,1,0,0,0
513-37-1,4,7,0,0,0,0,1,0,0,0
513-42-8,4,8,1,0,0,0,0,0,0,0
51-34-3,17,21,4,1,0,0,0,0,0,0
513-44-0,4,10,0,0,1,0,0,0,0,0
513-48-4,4,9,0,0,0,0,0,0,1,0
513-53-1,4,10,0,0,1,0,0,0,0,0
51-36-5,7,4,2,0,0,0,2,0,0,0
5137-45-1,5,12,2,0,0,0,0,0,0,0
513-81-5,6,10,0,0,0,0,0,0,0,0
513-85-9,4,10,2,0,0,0,0,0,0,0
513-86-0,4,8,2,0,0,0,0,0,0,0
513-88-2,3,4,1,0,0,0,2,0,0,0
51-44-5,7,4,2,0,0,0,2,0,0,0
514-51-2,15,24,0,0,0,0,0,0,0,0
51-45-6,5,9,0,3,0,0,0,0,0,0
5145-99-3,5,12,0,0,1,0,0,0,0,0
514-62-5,20,30,1,0,0,0,0,0,0,0
514-65-8,21,29,1,1,0,0,0,0,0,0
5150-42-5,8,10,3,0,0,0,0,0,0,0
515-13-9,15,24,0,0,0,0,0,0,0,0
51-52-5,15,12,1,2,0,0,0,0,0,0
51-55-8,17,23,3,1,0,0,0,0,0,0
515-64-0,12,14,2,4,1,0,0,0,0,0
515-82-2,3,4,2,1,0,0,3,0,0,0
515-84-4,4,5,2,0,0,0,3,0,0,0
5160-99-6,11,16,0,0,0,0,0,0,0,0
51-61-6,8,11,2,1,0,0,0,0,0,0
51-66-1,9,11,2,1,0,0,0,0,0,0
51-67-2,8,11,1,1,0,0,0,0,0,0
517-28-2,,,,,,,,,,
51781-06-7,,,,,,,,,,
51-79-6,3,7,2,1,0,0,0,0,0,0
51803-78-2,13,12,5,2,1,0,0,0,0,0
518-17-2,,,,,,,,,,
5183-78-8,7,9,2,1,1,0,0,0,0,0
51908-16-8,12,4,0,0,0,0,6,0,0,0
51911-82-1,11,18,0,0,0,0,0,0,0,0
51940-44-4,14,17,3,5,0,0,0,0,0,0
519-44-8,6,4,6,2,0,0,0,0,0,0
5194-50-3,6,10,0,0,0,0,0,0,0,0
5194-51-4,6,10,0,0,0,0,0,0,0,0
519-73-3,19,16,0,0,0,0,0,0,0,0
520-33-2,16,14,6,0,0,0,0,0,0,0
520-36-5,,,,,,,,,,
5208-59-3,15,24,0,0,0,0,0,0,0,0
521-11-9,20,32,2,0,0,0,0,0,0,0
521-35-7,21,26,2,0,0,0,0,0,0,0
5214-29-9,,,,,,,,,,
521-74-4,9,5,1,1,0,0,0,2,0,0
5221-53-4,,,,,,,,,,
522-24-7,16,18,0,2,1,0,0,0,0,0
52315-07-8,22,19,3,1,0,0,2,0,0,0
523-31-9,22,18,4,0,0,0,0,0,0,0
523-47-7,15,24,0,0,0,0,0,0,0,0
523-80-8,12,14,4,0,0,0,0,0,0,0
52-43-7,10,12,3,2,0,0,0,0,0,0
524-42-5,10,6,2,0,0,0,0,0,0,0
525-66-6,16,21,2,1,0,0,0,0,0,0
525-82-6,15,10,2,0,0,0,0,0,0,0
526-08-9,15,14,2,4,1,0,0,0,0,0
526-36-3,16,24,0,2,0,0,0,0,0,0
52645-53-1,21,20,3,0,0,0,2,0,0,0
52663-58-8,12,6,0,0,0,0,4,0,0,0
52663-59-9,12,6,0,0,0,0,4,0,0,0
52663-60-2,12,5,0,0,0,0,5,0,0,0
52663-61-3,12,5,0,0,0,0,5,0,0,0
52663-62-4,12,5,0,0,0,0,5,0,0,0
52663-63-5,12,4,0,0,0,0,6,0,0,0
52663-64-6,12,3,0,0,0,0,7,0,0,0
52663-65-7,12,3,0,0,0,0,7,0,0,0
52663-66-8,12,4,0,0,0,0,6,0,0,0
52663-67-9,12,3,0,0,0,0,7,0,0,0
52663-68-0,12,3,0,0,0,0,7,0,0,0
52663-69-1,12,3,0,0,0,0,7,0,0,0
52663-70-4,12,3,0,0,0,0,7,0,0,0
52663-71-5,12,3,0,0,0,0,7,0,0,0
