CAS,C,H,O,N,S,F,Cl,Br,I,Si
67-72-1,2,0,0,0,0,0,6,0,0,0
67801-20-1,,,,,,,,,,
6789-88-4,13,18,2,0,0,0,0,0,0,0
6790-58-5,16,28,1,0,0,0,0,0,0,0
6795-87-5,5,12,1,0,0,0,0,0,0,0
6796-33-4,16,26,0,0,0,0,0,0,0,0
679-84-5,,,,,,,,,,
679-90-3,,,,,,,,,,
680-31-9,6,18,1,3,0,0,0,0,0,0
68039-26-9,10,20,2,0,0,0,0,0,0,0
68-11-1,2,4,2,0,1,0,0,0,0,0
68-12-2,3,7,1,1,0,0,0,0,0,0
6813-21-4,15,24,0,0,0,0,0,0,0,0
68171-33-5,,,,,,,,,,
68194-04-7,12,6,0,0,0,0,4,0,0,0
68194-05-8,12,5,0,0,0,0,5,0,0,0
68194-06-9,12,5,0,0,0,0,5,0,0,0
68194-07-0,12,5,0,0,0,0,5,0,0,0
68194-08-1,12,4,0,0,0,0,6,0,0,0
68194-09-2,12,4,0,0,0,0,6,0,0,0
68194-10-5,12,5,0,0,0,0,5,0,0,0
68194-11-6,12,5,0,0,0,0,5,0,0,0
68194-12-7,12,5,0,0,0,0,5,0,0,0
68194-13-8,12,4,0,0,0,0,6,0,0,0
68194-14-9,12,4,0,0,0,0,6,0,0,0
68194-15-0,12,4,0,0,0,0,6,0,0,0
68194-16-1,12,3,0,0,0,0,7,0,0,0
68194-17-2,12,2,0,0,0,0,8,0,0,0
68-22-4,20,26,1,0,0,0,0,0,0,0
683-19-2,,,,,,,,,,
68-35-9,10,10,2,4,1,0,0,0,0,0
68373-14-8,,,,,,,,,,
68384-16-7,13,9,2,1,0,0,1,1,0,0
68-41-7,3,6,2,2,0,0,0,0,0,0
68443-63-0,12,24,2,0,0,0,0,0,0,0
6846-50-0,16,30,4,0,0,0,0,0,0,0
68515-50-4,,,,,,,,,,
685-91-6,6,13,1,1,0,0,0,0,0,0
6863-58-7,8,18,1,0,0,0,0,0,0,0
68641-85-0,,,,,,,,,,
6876-13-7,10,18,0,0,0,0,0,0,0,0
6876-23-9,8,16,0,0,0,0,0,0,0,0
68777-67-3,,,,,,,,,,
68792-12-1,,,,,,,,,,
6881-94-3,7,16,3,0,0,0,0,0,0,0
688-74-4,12,1,3,0,0,0,0,0,0,0
68-88-2,21,27,2,2,0,0,1,0,0,0
689-12-3,6,10,2,0,0,0,0,0,0,0
68-94-0,5,4,1,4,0,0,0,0,0,0
691-37-2,6,12,0,0,0,0,0,0,0,0
691-38-3,6,12,0,0,0,0,0,0,0,0
6915-15-7,4,6,5,0,0,0,0,0,0,0
6920-22-5,6,14,2,0,0,0,0,0,0,0
6924-68-1,,,,,,,,,,
693-02-7,6,10,0,0,0,0,0,0,0,0
693-09-4,7,13,0,0,0,3,0,0,0,0
6931-16-4,10,9,1,1,0,0,0,0,0,0
693-54-9,10,20,1,0,0,0,0,0,0,0
693-58-3,9,19,0,0,0,0,0,1,0,0
6936-40-9,7,4,1,0,0,0,4,0,0,0
693-65-2,10,22,1,0,0,0,0,0,0,0
693-67-4,11,23,0,0,0,0,0,1,0,0
693-89-0,6,10,0,0,0,0,0,0,0,0
6940-78-9,4,8,0,0,0,0,1,1,0,0
694-52-0,5,4,0,1,0,1,0,0,0,0
694-59-7,5,5,1,1,0,0,0,0,0,0
694-80-4,6,4,0,0,0,0,1,1,0,0
694-83-7,6,14,0,2,0,0,0,0,0,0
694-85-9,6,7,1,1,0,0,0,0,0,0
694-91-7,8,10,0,0,0,0,0,0,0,0
695-06-7,6,10,2,0,0,0,0,0,0,0
695-12-5,8,14,0,0,0,0,0,0,0,0
69-53-4,,,,,,,,,,
69537-82-2,,,,,,,,,,
695-98-7,8,11,0,1,0,0,0,0,0,0
696-29-7,9,18,0,0,0,0,0,0,0,0
696-30-0,8,11,0,1,0,0,0,0,0,0
696-44-6,8,11,0,1,0,0,0,0,0,0
69655-05-6,,,,,,,,,,
69-65-8,6,14,6,0,0,0,0,0,0,0
696-59-3,6,12,3,0,0,0,0,0,0,0
696-62-8,7,7,1,0,0,0,0,0,1,0
696-71-9,8,16,1,0,0,0,0,0,0,0
6969-90-0,9,11,2,1,0,0,0,0,0,0
6971-38-6,,,,,,,,,,
69-72-7,7,6,3,0,0,0,0,0,0,0
6975-98-0,11,24,0,0,0,0,0,0,0,0
697-82-5,9,12,1,0,0,0,0,0,0,0
69782-90-7,12,4,0,0,0,0,6,0,0,0
69782-91-8,12,3,0,0,0,0,7,0,0,0
698-01-1,,,,,,,,,,
69806-34-4,,,,,,,,,,
698-71-5,9,12,1,0,0,0,0,0,0,0
69-89-6,5,4,2,4,0,0,0,0,0,0
699-25-2,,,,,,,,,,
700-12-9,11,16,0,0,0,0,0,0,0,0
700-38-9,7,7,3,1,0,0,0,0,0,0
7005-72-3,12,9,1,0,0,0,1,0,0,0
700-58-3,10,14,1,0,0,0,0,0,0,0
70090-28-7,,,,,,,,,,
70-11-1,8,7,1,0,0,0,0,1,0,0
7012-37-5,12,7,0,0,0,0,3,0,0,0
701-34-8,6,6,2,1,1,0,0,1,0,0
70192-61-9,,,,,,,,,,
70192-64-2,,,,,,,,,,
70192-65-3,,,,,,,,,,
70192-70-0,,,,,,,,,,
70258-18-3,,,,,,,,,,
70341-81-0,,,,,,,,,,
70-34-8,6,3,4,2,0,1,0,0,0,0
70362-41-3,12,5,0,0,0,0,5,0,0,0
70362-45-7,12,6,0,0,0,0,4,0,0,0
70362-46-8,12,6,0,0,0,0,4,0,0,0
70362-47-9,12,6,0,0,0,0,4,0,0,0
70362-48-0,,,,,,,,,,
70362-49-1,,,,,,,,,,
70362-50-4,12,6,0,0,0,0,4,0,0,0
70374-39-9,,,,,,,,,,
70424-67-8,,,,,,,,,,
70424-68-9,,,,,,,,,,
70424-69-0,,,,,,,,,,
70424-70-3,12,5,0,0,0,0,5,0,0,0
7045-71-8,12,26,0,0,0,0,0,0,0,0
70458-92-3,,,,,,,,,,
70458-96-7,16,18,3,3,0,1,0,0,0,0
70-55-3,7,9,2,1,1,0,0,0,0,0
70585-35-2,,,,,,,,,,
706-14-9,10,18,2,0,0,0,0,0,0,0
706-31-0,12,18,0,0,0,0,0,0,0,0
7068-83-9,5,12,1,2,0,0,0,0,0,0
70688-47-0,8,14,0,0,0,0,0,0,0,0
70-70-2,9,10,2,0,0,0,0,0,0,0
70794-32-0,,,,,,,,,,
7085-85-0,,,,,,,,,,
7087-68-5,8,19,0,1,0,0,0,0,0,0
7094-34-0,,,,,,,,,,
71125-38-7,14,13,4,3,1,0,0,0,0,0
7116-95-2,15,16,0,0,0,0,0,0,0,0
712-50-5,13,16,1,0,0,0,0,0,0,0
71-30-7,4,5,1,3,0,0,0,0,0,0
7132-64-1,16,32,2,0,0,0,0,0,0,0
713-36-0,14,14,0,0,0,0,0,0,0,0
71-36-3,4,10,1,0,0,0,0,0,0,0
713-68-8,12,10,2,0,0,0,0,0,0,0
71-41-0,5,12,1,0,0,0,0,0,0,0
71-43-2,6,6,0,0,0,0,0,0,0,0
7145-20-2,8,16,0,0,0,0,0,0,0,0
7146-60-3,10,22,0,0,0,0,0,0,0,0
7146-68-1,,,,,,,,,,
7149-70-4,,,,,,,,,,
7151-68-0,9,10,3,0,0,0,0,0,0,0
7154-79-2,9,20,0,0,0,0,0,0,0,0
71-55-6,2,3,0,0,0,0,3,0,0,0
716-53-0,14,9,0,0,0,0,1,0,0,0
717-74-8,15,24,0,0,0,0,0,0,0,0
71939-50-9,,,,,,,,,,
71963-77-4,16,26,5,0,0,0,0,0,0,0
719-79-9,16,18,0,0,0,0,0,0,0,0
71990-00-6,,,,,,,,,,
72-14-0,9,9,2,3,2,0,0,0,0,0
721-50-6,13,20,1,2,0,0,0,0,0,0
72-20-8,12,8,1,0,0,0,6,0,0,0
723-46-6,10,11,3,3,1,0,0,0,0,0
723-62-6,15,10,2,0,0,0,0,0,0,0
7239-24-9,6,15,0,1,0,0,0,0,0,0
72-43-5,16,15,2,0,0,0,3,0,0,0
72-48-0,14,8,4,0,0,0,0,0,0,0
72490-01-8,17,19,4,1,0,0,0,0,0,0
72509-76-3,18,19,4,1,0,0,2,0,0,0
72-54-8,14,10,0,0,0,0,4,0,0,0
72-55-9,14,8,0,0,0,0,4,0,0,0
72-56-0,18,20,0,0,0,0,2,0,0,0
72-63-9,20,28,2,0,0,0,0,0,0,0
72-69-5,19,21,0,1,0,0,0,0,0,0
72702-95-5,,,,,,,,,,
72-80-0,10,7,1,1,0,0,2,0,0,0
728-40-5,,,,,,,,,,
7287-19-6,10,19,0,5,1,0,0,0,0,0
7289-52-3,11,24,1,0,0,0,0,0,0,0
72937-55-4,15,22,0,0,0,0,0,0,0,0
7295-76-3,6,7,1,1,0,0,0,0,0,0
729-81-7,9,3,0,0,0,9,0,0,0,0
7299-91-4,8,14,2,0,0,0,0,0,0,0
729-99-7,11,13,3,3,1,0,0,0,0,0
7307-02-0,7,12,2,0,0,0,0,0,0,0
7307-55-3,11,25,0,1,0,0,0,0,0,0
7309-43-5,7,16,0,0,1,0,0,0,0,0
7318-67-4,6,10,0,0,0,0,0,0,0,0
7319-00-8,6,10,0,0,0,0,0,0,0,0
73209-42-4,15,22,0,0,0,0,0,0,0,0
73-24-5,5,5,0,5,0,0,0,0,0,0
73-31-4,13,16,2,2,0,0,0,0,0,0
7336-27-8,9,16,2,0,0,0,0,0,0,0
73-40-5,5,5,1,5,0,0,0,0,0,0
73464-47-8,,,,,,,,,,
73575-52-7,12,6,0,0,0,0,4,0,0,0
73575-53-8,12,6,0,0,0,0,4,0,0,0
73575-54-9,12,5,0,0,0,0,5,0,0,0
73575-55-0,12,5,0,0,0,0,5,0,0,0
73575-56-1,12,5,0,0,0,0,5,0,0,0
73575-57-2,12,5,0,0,0,0,5,0,0,0
73590-85-9,,,,,,,,,,
7359-72-0,7,5,0,0,0,0,3,0,0,0
7361-61-7,,,,,,,,,,
7364-19-4,12,18,0,0,0,0,0,0,0,0
7370-42-5,,,,,,,,,,
7372-88-5,13,10,0,0,1,0,0,0,0,0
7373-13-9,18,36,1,0,0,0,0,0,0,0
7385-78-6,7,14,0,0,0,0,0,0,0,0
738-70-5,14,18,3,4,0,0,0,0,0,0
7397-06-0,12,18,0,0,0,0,0,0,0,0
739-71-9,20,26,0,2,0,0,0,0,0,0
7400-08-0,9,8,3,0,0,0,0,0,0,0
74011-58-8,,,,,,,,,,
74082-06-7,10,20,2,0,0,0,0,0,0,0
74-11-3,7,5,2,0,0,0,1,0,0,0
7421-93-4,12,8,1,0,0,0,6,0,0,0
74304-03-3,9,13,0,1,0,0,0,0,0,0
74338-23-1,12,6,0,0,0,0,4,0,0,0
74338-24-2,12,6,0,0,0,0,4,0,0,0
74339-49-4,13,23,2,0,0,0,3,0,0,0
74339-50-7,14,25,2,0,0,0,3,0,0,0
74339-53-0,17,31,2,0,0,0,3,0,0,0
74339-54-1,18,33,2,0,0,0,3,0,0,0
74409-39-5,,,,,,,,,,
74472-33-6,12,6,0,0,0,0,4,0,0,0
74472-34-7,,,,,,,,,,
74472-35-8,12,5,0,0,0,0,5,0,0,0
74472-36-9,,,,,,,,,,
74472-37-0,12,5,0,0,0,0,5,0,0,0
74472-38-1,12,5,0,0,0,0,5,0,0,0
74472-39-2,,,,,,,,,,
74472-40-5,,,,,,,,,,
74472-41-6,,,,,,,,,,
74472-42-7,12,4,0,0,0,0,6,0,0,0
74472-43-8,12,4,0,0,0,0,6,0,0,0
74472-44-9,12,4,0,0,0,0,6,0,0,0
74472-45-0,,,,,,,,,,
74472-46-1,12,4,0,0,0,0,6,0,0,0
74472-47-2,12,3,0,0,0,0,7,0,0,0
74472-48-3,,,,,,,,,,
74472-49-4,12,3,0,0,0,0,7,0,0,0
74472-50-7,,,,,,,,,,
74472-51-8,12,3,0,0,0,0,7,0,0,0
74472-52-9,12,2,0,0,0,0,8,0,0,0
74472-53-0,12,2,0,0,0,0,8,0,0,0
74487-85-7,12,3,0,0,0,0,7,0,0,0
7452-79-1,7,14,2,0,0,0,0,0,0,0
74553-29-0,,,,,,,,,,
74-55-5,,,,,,,,,,
745-65-3,,,,,,,,,,
7487-94-7,0,1,0,0,0,0,2,0,0,0
7493-81-4,,,,,,,,,,
74-95-3,1,2,0,0,0,0,0,2,0,0
7495-77-4,,,,,,,,,,
74-97-5,1,2,0,0,0,0,1,1,0,0
75-03-6,2,5,0,0,0,0,0,0,1,0
75-11-6,1,2,0,0,0,0,0,0,2,0
75-12-7,1,3,1,1,0,0,0,0,0,0
75128-73-3,12,15,5,5,0,0,0,0,0,0
75-15-0,1,0,0,0,2,0,0,0,0,0
75-25-2,1,1,0,0,0,0,0,3,0,0
75-26-3,3,7,0,0,0,0,0,1,0,0
75-27-4,1,1,0,0,0,0,2,1,0,0
75-30-9,3,7,0,0,0,0,0,0,1,0
75-33-2,3,8,0,0,1,0,0,0,0,0
754-10-9,5,11,1,1,0,0,0,0,0,0
75438-57-2,,,,,,,,,,
75457-13-5,,,,,,,,,,
75-47-8,1,1,0,0,0,0,0,0,3,0
7553-56-2,0,0,0,0,0,0,0,0,2,0
7554-65-6,4,6,0,2,0,0,0,0,0,0
75-62-7,1,0,0,0,0,0,3,1,0,0
75-64-9,4,11,0,1,0,0,0,0,0,0
75-66-1,4,10,0,0,1,0,0,0,0,0
756-79-6,3,9,3,0,0,0,0,0,0,0
75695-93-1,19,21,5,3,0,0,0,0,0,0
75-75-2,1,4,3,0,1,0,0,0,0,0
75773-74-9,,,,,,,,,,
75-83-2,6,14,0,0,0,0,0,0,0,0
75-84-3,5,12,1,0,0,0,0,0,0,0
75847-73-3,,,,,,,,,,
75-85-4,5,12,1,0,0,0,0,0,0,0
75-87-6,2,1,1,0,0,0,3,0,0,0
75887-54-6,,,,,,,,,,
758-96-3,5,11,1,1,0,0,0,0,0,0
75899-68-2,,,,,,,,,,
75-91-2,4,10,2,0,0,0,0,0,0,0
75-96-7,2,1,2,0,0,0,0,3,0,0
75-97-8,6,12,1,0,0,0,0,0,0,0
75-98-9,5,10,2,0,0,0,0,0,0,0
76-00-6,3,5,1,0,0,0,3,0,0,0
76-01-7,2,1,0,0,0,0,5,0,0,0
760-20-3,6,12,0,0,0,0,0,0,0,0
760-21-4,6,12,0,0,0,0,0,0,0,0
76-03-9,2,1,2,0,0,0,3,0,0,0
76-06-2,1,0,2,1,0,0,3,0,0,0
7611-86-1,4,7,0,0,0,0,1,0,0,0
7611-87-2,4,7,0,0,0,0,1,0,0,0
76-11-9,2,0,0,0,0,2,4,0,0,0
76-12-0,2,0,0,0,0,2,4,0,0,0
761-65-9,9,19,1,1,0,0,0,0,0,0
76-17-5,3,0,0,0,0,5,3,0,0,0
76-22-2,10,16,1,0,0,0,0,0,0,0
762-62-9,7,14,0,0,0,0,0,0,0,0
762-75-4,5,10,2,0,0,0,0,0,0,0
762-84-5,6,13,1,1,0,0,0,0,0,0
76291-19-5,12,18,0,0,0,0,0,0,0,0
763-29-1,6,12,0,0,0,0,0,0,0,0
76-38-0,3,4,1,0,0,2,2,0,0,0
764-01-2,4,6,1,0,0,0,0,0,0,0
76420-72-9,,,,,,,,,,
7642-15-1,8,16,0,0,0,0,0,0,0,0
76-42-6,18,21,4,1,0,0,0,0,0,0
764-35-2,6,10,0,0,0,0,0,0,0,0
76-44-8,10,5,0,0,0,0,7,0,0,0
764-60-3,6,10,1,0,0,0,0,0,0,0
7646-81-3,,,,,,,,,,
764-84-1,12,23,0,0,0,3,0,0,0,0
76-49-3,12,20,2,0,0,0,0,0,0,0
764-93-2,10,18,0,0,0,0,0,0,0,0
765-03-7,12,22,0,0,0,0,0,0,0,0
765-04-8,11,24,2,0,0,0,0,0,0,0
765-09-3,13,27,0,0,0,0,0,1,0,0
76541-72-5,,,,,,,,,,
765-43-5,5,8,1,0,0,0,0,0,0,0
76-57-3,18,21,3,1,0,0,0,0,0,0
7659-86-1,,,,,,,,,,
766-05-2,7,11,0,1,0,0,0,0,0,0
766-09-6,7,15,0,1,0,0,0,0,0,0
7661-39-4,13,15,0,1,0,0,0,0,0,0
7661-55-4,10,9,0,1,0,0,0,0,0,0
766-34-4,,,,,,,,,,
766-51-8,7,7,1,0,0,0,1,0,0,0
76674-21-0,16,13,1,3,0,2,0,0,0,0
766-84-7,7,4,0,1,0,0,1,0,0,0
767-00-0,7,5,1,1,0,0,0,0,0,0
76738-62-0,15,20,1,3,0,0,1,0,0,0
76-74-4,11,18,3,2,0,0,0,0,0,0
76-75-5,11,18,2,2,1,0,0,0,0,0
767-58-8,10,12,0,0,0,0,0,0,0,0
767-59-9,10,10,0,0,0,0,0,0,0,0
767-60-2,10,10,0,0,0,0,0,0,0,0
76824-35-6,8,15,2,7,3,0,0,0,0,0
76842-07-4,,,,,,,,,,
76-84-6,19,16,1,0,0,0,0,0,0,0
7688-21-3,6,12,0,0,0,0,0,0,0,0
768-90-1,10,15,0,0,0,0,0,1,0,0
768-94-5,10,17,0,1,0,0,0,0,0,0
768-95-6,10,16,1,0,0,0,0,0,0,0
76-93-7,14,12,3,0,0,0,0,0,0,0
769-39-1,6,2,1,0,0,4,0,0,0,0
76963-41-2,,,,,,,,,,
7697-26-9,,,,,,,,,,
77078-18-3,6,14,2,0,0,0,0,0,0,0
77-10-1,17,25,0,1,0,0,0,0,0,0
771-50-6,,,,,,,,,,
771-56-2,7,3,0,0,0,5,0,0,0,0
771-61-9,6,1,1,0,0,5,0,0,0,0
771-99-3,11,15,0,1,0,0,0,0,0,0
7726-95-6,0,0,0,0,0,0,0,2,0,0
77-27-0,12,18,2,2,1,0,0,0,0,0
77298-64-7,,,,,,,,,,
77-36-1,14,11,4,2,1,0,1,0,0,0
77-37-2,19,29,1,1,0,0,0,0,0,0
773-76-2,9,5,1,1,0,0,2,0,0,0
77-47-4,5,0,0,0,0,0,6,0,0,0
77-53-2,15,26,1,0,0,0,0,0,0,0
776-35-2,14,12,0,0,0,0,0,0,0,0
77-65-6,7,13,2,2,0,0,0,1,0,0
77-67-8,7,11,2,1,0,0,0,0,0,0
77-73-6,10,12,0,0,0,0,0,0,0,0
7774-29-0,0,1,0,0,0,0,0,0,2,0
77-74-7,6,14,1,0,0,0,0,0,0,0
77-76-9,5,12,2,0,0,0,0,0,0,0
77-78-1,2,6,4,0,1,0,0,0,0,0
77-83-8,12,14,3,0,0,0,0,0,0,0
77-86-1,4,11,3,1,0,0,0,0,0,0
7786-34-7,7,13,6,0,0,0,0,0,0,0
7786-61-0,9,10,2,0,0,0,0,0,0,0
7789-47-1,0,1,0,0,0,0,0,2,0,0
779-02-2,15,12,0,0,0,0,0,0,0,0
77-92-9,6,8,7,0,0,0,0,0,0,0
77-93-0,12,20,7,0,0,0,0,0,0,0
78-00-2,8,20,0,0,0,0,0,0,0,0
78-11-5,5,8,12,4,0,0,0,0,0,0
781-43-1,16,14,0,0,0,0,0,0,0,0
78-30-8,21,21,4,0,0,0,0,0,0,0
78-32-0,21,21,4,0,0,0,0,0,0,0
78-40-0,6,15,4,0,0,0,0,0,0,0
78-44-4,12,24,4,2,0,0,0,0,0,0
78-59-1,9,14,1,0,0,0,0,0,0,0
78-69-3,10,22,1,0,0,0,0,0,0,0
78-70-6,10,18,1,0,0,0,0,0,0,0
78755-81-4,15,14,3,3,0,1,0,0,0,0
78-76-2,4,9,0,0,0,0,0,1,0,0
78-77-3,4,9,0,0,0,0,0,1,0,0
78-81-9,4,11,0,1,0,0,0,0,0,0
78-82-0,4,7,0,1,0,0,0,0,0,0
78-83-1,4,10,1,0,0,0,0,0,0,0
78-86-4,4,9,0,0,0,0,1,0,0,0
78-87-5,3,6,0,0,0,0,2,0,0,0
78-90-0,3,10,0,2,0,0,0,0,0,0
789-02-6,14,9,0,0,0,0,5,0,0,0
78-92-2,4,10,1,0,0,0,0,0,0,0
78-95-5,3,5,1,0,0,0,1,0,0,0
79-00-5,2,3,0,0,0,0,3,0,0,0
79-01-6,2,1,0,0,0,0,3,0,0,0
79-04-9,2,2,1,0,0,0,2,0,0,0
79-05-0,3,7,1,1,0,0,0,0,0,0
79-08-3,2,3,2,0,0,0,0,1,0,0
79098-13-8,,,,,,,,,,
79-11-8,2,3,2,0,0,0,1,0,0,0
791-28-6,18,15,1,0,0,0,0,0,0,0
79-14-1,2,4,3,0,0,0,0,0,0,0
79-15-2,,,,,,,,,,
79-16-3,3,7,1,1,0,0,0,0,0,0
79-24-3,2,5,2,1,0,0,0,0,0,0
79-27-6,2,2,0,0,0,0,0,4,0,0
79-29-8,6,14,0,0,0,0,0,0,0,0
79-31-2,4,8,2,0,0,0,0,0,0,0
79-34-5,2,2,0,0,0,0,4,0,0,0
79-41-4,4,6,2,0,0,0,0,0,0,0
79-43-6,2,2,2,0,0,0,2,0,0,0
79-46-9,3,7,2,1,0,0,0,0,0,0
79617-96-2,17,17,0,1,0,0,2,0,0,0
79622-59-6,,,,,,,,,,
79660-72-3,,,,,,,,,,
79-77-6,13,20,1,0,0,0,0,0,0,0
79-92-5,10,16,0,0,0,0,0,0,0,0
79-94-7,15,12,2,0,0,0,0,4,0,0
79983-71-4,14,17,1,3,0,0,2,0,0,0
80-05-7,15,16,2,0,0,0,0,0,0,0
80-07-9,12,8,2,0,1,0,2,0,0,0
80-08-0,12,12,2,2,1,0,0,0,0,0
80-26-2,12,20,2,0,0,0,0,0,0,0
80-32-0,,,,,,,,,,
80-35-3,11,12,3,4,1,0,0,0,0,0
80-46-6,11,16,1,0,0,0,0,0,0,0
80-54-6,14,20,1,0,0,0,0,0,0,0
80-56-8,10,16,0,0,0,0,0,0,0,0
80-58-0,4,7,2,0,0,0,0,1,0,0
80-62-6,5,8,2,0,0,0,0,0,0,0
81-15-2,12,15,6,3,0,0,0,0,0,0
81-20-9,8,9,2,1,0,0,0,0,0,0
814-67-5,3,8,0,0,2,0,0,0,0,0
814-78-8,5,8,1,0,0,0,0,0,0,0
815-24-7,9,18,1,0,0,0,0,0,0,0
816-11-5,7,14,2,0,0,0,0,0,0,0
816-19-3,9,18,2,0,0,0,0,0,0,0
816-79-5,7,14,0,0,0,0,0,0,0,0
81801-12-9,,,,,,,,,,
81-81-2,19,16,4,0,0,0,0,0,0,0
818-38-2,9,16,4,0,0,0,0,0,0,0
821-07-8,6,8,0,0,0,0,0,0,0,0
821-08-9,6,6,0,0,0,0,0,0,0,0
821-09-0,5,10,1,0,0,0,0,0,0,0
821-55-6,9,18,1,0,0,0,0,0,0,0
82169-27-5,,,,,,,,,,
821-95-4,11,22,0,0,0,0,0,0,0,0
82200-72-4,,,,,,,,,,
822-06-0,8,12,2,2,0,0,0,0,0,0
822-13-9,13,27,0,0,0,0,1,0,0,0
822-20-8,19,38,2,0,0,0,0,0,0,0
822-23-1,20,40,2,0,0,0,0,0,0,0
822-24-2,22,44,2,0,0,0,0,0,0,0
822-50-4,7,14,0,0,0,0,0,0,0,0
822-67-3,6,10,1,0,0,0,0,0,0,0
822-87-7,6,9,1,0,0,0,1,0,0,0
823-04-1,6,1,0,0,0,0,0,0,1,0
823-09-6,5,6,0,2,1,0,0,0,0,0
823-76-7,8,14,1,0,0,0,0,0,0,0
82410-32-0,9,13,4,5,0,0,0,0,0,0
82419-36-1,,,,,,,,,,
824-22-6,10,12,0,0,0,0,0,0,0,0
82-44-0,14,7,2,0,0,0,1,0,0,0
824-63-5,10,12,0,0,0,0,0,0,0,0
82468-90-4,,,,,,,,,,
824-75-9,7,6,1,1,0,1,0,0,0,0
82558-50-7,19,25,4,1,0,0,0,0,0,0
82560-07-4,,,,,,,,,,
825-86-5,,,,,,,,,,
82626-48-0,19,21,1,3,0,0,0,0,0,0
826-77-7,11,11,0,1,0,0,0,0,0,0
826-81-3,10,9,1,1,0,0,0,0,0,0
82-68-8,6,0,2,1,0,0,5,0,0,0
828-01-3,,,,,,,,,,
828-51-3,11,16,2,0,0,0,0,0,0,0
829-26-5,13,14,0,0,0,0,0,0,0,0
82935-36-2,,,,,,,,,,
830-13-7,12,22,1,0,0,0,0,0,0,0
83015-26-3,17,21,1,1,0,0,0,0,0,0
83-07-8,11,13,1,3,0,0,0,0,0,0
830-96-6,11,11,2,1,0,0,0,0,0,0
831-61-8,9,10,5,0,0,0,0,0,0,0
831-82-3,12,10,2,0,0,0,0,0,0,0
832-10-0,13,24,1,0,0,0,0,0,0,0
832-64-4,15,12,0,0,0,0,0,0,0,0
832-69-9,15,12,0,0,0,0,0,0,0,0
832-71-3,15,12,0,0,0,0,0,0,0,0
83-32-9,12,10,0,0,0,0,0,0,0,0
83-34-1,9,9,0,1,0,0,0,0,0,0
833-48-7,15,14,0,0,0,0,0,0,0,0
83-38-5,7,4,1,0,0,0,2,0,0,0
83-41-0,8,9,2,1,0,0,0,0,0,0
834-12-8,9,17,0,5,1,0,0,0,0,0
83-42-1,7,6,2,1,0,0,1,0,0,0
83498-72-0,,,,,,,,,,
83504-30-7,,,,,,,,,,
835-31-4,14,14,0,2,0,0,0,0,0,0
83-56-7,10,8,2,0,0,0,0,0,0,0
836597-41-2,,,,,,,,,,
836597-42-3,,,,,,,,,,
836597-43-4,,,,,,,,,,
83-67-0,7,8,2,4,0,0,0,0,0,0
83-73-8,9,5,1,1,0,0,0,0,2,0
838-85-7,,,,,,,,,,
84057-84-1,9,7,0,5,0,0,2,0,0,0
84057-94-3,,,,,,,,,,
84057-95-4,17,26,1,2,0,0,0,0,0,0
841-06-5,11,21,1,5,1,0,0,0,0,0
84-11-7,14,8,2,0,0,0,0,0,0,0
84-15-1,18,14,0,0,0,0,0,0,0,0
84-16-2,18,22,2,0,0,0,0,0,0,0
84-17-3,18,18,2,0,0,0,0,0,0,0
84199-96-2,,,,,,,,,,
84-22-0,13,16,0,2,0,0,0,0,0,0
84-26-4,,,,,,,,,,
843-24-3,,,,,,,,,,
84408-37-7,,,,,,,,,,
84490-12-0,,,,,,,,,,
84-51-5,16,12,2,0,0,0,0,0,0,0
84-54-8,15,10,2,0,0,0,0,0,0,0
84558-93-0,,,,,,,,,,
84-61-7,20,26,4,0,0,0,0,0,0,0
84-62-8,20,14,4,0,0,0,0,0,0,0
846-48-0,19,26,2,0,0,0,0,0,0,0
846-50-4,16,13,2,2,0,0,1,0,0,0
84-65-1,14,8,2,0,0,0,0,0,0,0
84-66-2,12,14,4,0,0,0,0,0,0,0
84693-92-5,,,,,,,,,,
84-69-5,16,22,4,0,0,0,0,0,0,0
84-74-2,16,22,4,0,0,0,0,0,0,0
84-75-3,20,30,4,0,0,0,0,0,0,0
84-76-4,26,42,4,0,0,0,0,0,0,0
84-78-6,20,30,4,0,0,0,0,0,0,0
84-96-8,18,22,0,2,1,0,0,0,0,0
85-01-8,14,10,0,0,0,0,0,0,0,0
85-02-9,13,9,0,1,0,0,0,0,0,0
85-06-3,14,11,0,1,0,0,0,0,0,0
85-18-7,7,7,2,4,0,0,1,0,0,0
85-22-3,,,,,,,,,,
85326-32-5,,,,,,,,,,
85-41-6,8,5,2,1,0,0,0,0,0,0
85-44-9,8,4,3,0,0,0,0,0,0,0
855-19-6,,,,,,,,,,
855-38-9,21,21,3,0,0,0,0,0,0,0
85-68-7,19,20,4,0,0,0,0,0,0,0
85-69-8,20,30,4,0,0,0,0,0,0,0
85721-33-1,17,18,3,3,0,1,0,0,0,0
85-79-0,20,29,2,3,0,0,0,0,0,0
85-85-8,15,11,1,3,0,0,0,0,0,0
85879-22-7,,,,,,,,,,
86-00-0,12,9,2,1,0,0,0,0,0,0
86-21-5,16,20,0,2,0,0,0,0,0,0
86-22-6,16,19,0,2,0,0,0,1,0,0
86-28-2,14,13,0,1,0,0,0,0,0,0
86-30-6,12,10,1,2,0,0,0,0,0,0
86-34-0,11,11,2,1,0,0,0,0,0,0
86386-73-4,,,,,,,,,,
86479-06-3,,,,,,,,,,
