CAS,chemicalName,label,MRF,molecularWeight,overloadMass_1,E,S,A,L,combustionEnthalpy,C,H,O,N,S,F,Cl,Br,I,Si
106-44-5,p-Cresol,,,,,0.82,0.87,0.57,4.312,,7,8,1,0,0,0,0,0,0,0
106-45-6,4-methylthiophenol,,,,,1.02,0.71,0.09,4.54,,7,8,0,0,1,0,0,0,0,0
106-46-7,1.4-Dichlorobenzene,,,,,0.83,0.75,0,4.435,,6,4,0,0,0,0,2,0,0,0
106-47-8,4-Chloroaniline,,,,,1.06,1.13,0.3,4.889,,6,6,0,1,0,0,1,0,0,0
106-48-9,4-Chlorophenol,,,,,0.92,1.08,0.67,4.775,,6,5,1,0,0,0,1,0,0,0
106-49-0,p-Toluidine,,,,,0.92,0.95,0.23,4.452,,7,9,0,1,0,0,0,0,0,0
106-50-3,p-phenylenediamine,,,,,1.3,1.66,0.44,5.656,,6,8,0,2,0,0,0,0,0,0
106-51-4,1.4-Benzoquinone,,,,,0.75,0.55,0,3.492,,6,4,2,0,0,0,0,0,0,0
106-55-8,2.5-Dimethylpiperazine,,,,,0.53,0.84,0.3,4.288,,6,14,0,2,0,0,0,0,0,0
106-58-1,N.N-Dimethylpiperazine,,,,,0.35,0.69,0,3.874,,6,14,0,2,0,0,0,0,0,0
106-63-8,Isobutyl acrylate,,,,,0.16,0.59,0,3.6,,7,12,2,0,0,0,0,0,0,0
106-65-0,Dimethyl succinate,,,,,0.19,1.05,0,4.14,,6,10,4,0,0,0,0,0,0,0
106-67-2,2-Ethyl-4-methylpentan-1-ol,,,,,0.2,0.36,0.37,4.266,,8,18,1,0,0,0,0,0,0,0
106-68-3,Octan-3-one,,,,,0.12,0.66,0,4.264,,8,16,1,0,0,0,0,0,0,0
106-70-7,Methyl hexanoate,,,,,0.08,0.6,0,3.874,,7,14,2,0,0,0,0,0,0,0
1067-08-9,3-Methyl-3-ethylpentane,,,,,0,0,0,3.502,,8,18,0,0,0,0,0,0,0,0
1067-20-5,3.3-Diethylpentane,,,,,0,0.23,0,4.065,,9,20,0,0,0,0,0,0,0,0
106-73-0,Methyl heptanoate,,,,,0.08,0.6,0,4.356,,8,16,2,0,0,0,0,0,0,0
106-79-6,Dimethyl sebacate,,,,,0.13,1.27,0,7.257,,12,22,4,0,0,0,0,0,0,0
1068-19-5,4.4-Dimethylheptane,,,,,0,0,0,3.77,,9,20,0,0,0,0,0,0,0,0
1068-87-7,3-Ethyl-2.4-dimethylpentane,,,,,0,0,0,3.828,,9,20,0,0,0,0,0,0,0,0
106-89-8,1-Chloro-2.3-epoxypropane,,,,,0.4,1.11,0,2.82,,3,5,1,0,0,0,1,0,0,0
106-91-2,Glycidyl methacrylate,,,,,0.36,1.2,0,4.483,,7,10,3,0,0,0,0,0,0,0
106-92-3,Allyl glycidyl ether,,,,,0.31,0.67,0,3.341,,6,10,2,0,0,0,0,0,0,0
106-93-4,1.2-Dibromoethane,,,,,0.75,0.76,0.1,3.382,,2,4,0,0,0,0,0,2,0,0
106941-25-7,Adefovir,,,,,2.34,2.42,1.8,11.21,,,,,,,,,,,
106-94-5,1-Bromopropane,,,,,0.37,0.4,0,2.62,,3,7,0,0,0,0,0,1,0,0
1069-53-0,2.3.5-Trimethylhexane,,,,,0,0,0,3.724,,9,20,0,0,0,0,0,0,0,0
106-95-6,Allyl bromide,,,,,0.5,0.55,0,2.51,,3,5,0,0,0,0,0,1,0,0
1070-34-4,Ethyl hydrogensuccinate,,,,,0.23,1.07,0.57,4.44,,6,10,4,0,0,0,0,0,0,0
107-03-9,n-Propanethiol,,,,,0.39,0.42,0,2.598,,3,8,0,0,1,0,0,0,0,0
107-04-0,1-chloro-2-bromoethane,,,,,0.57,0.7,0.1,2.982,,2,4,0,0,0,0,1,1,0,0
107-06-2,1.2-Dichloroethane,,,,,0.42,0.64,0.1,2.573,,2,4,0,0,0,0,2,0,0,0
107-07-3,2-Chloroethanol,,,,,0.42,0.77,0.39,2.429,,2,5,1,0,0,0,1,0,0,0
107-08-4,1-Iodopropane,,,,,0.63,0.4,0,3.13,,3,7,0,0,0,0,0,0,1,0
1070-87-7,2.2.4.4-Tetramethylpentane,,,,,0,0,0,3.512,,9,20,0,0,0,0,0,0,0,0
1071-26-7,2.2-Dimethylheptane,,,,,0,0,0,3.739,,9,20,0,0,0,0,0,0,0,0
1071-39-2,Diisopropylmercury,,,,,0.76,0.6,0,5.1,,6,1,0,0,0,0,0,0,0,0
1072-05-5,2.6-Dimethylheptane,,,,,0,0,0,3.78,,9,20,0,0,0,0,0,0,0,0
107-21-1,1.2-Ethanediol,,,,,0.4,0.9,0.58,2.661,,2,6,2,0,0,0,0,0,0,0
1072-16-8,2.7-Dimethyloctane,,,,,0,0,0,4.282,,10,22,0,0,0,0,0,0,0,0
1072-33-9,Tridecyl acetate,,,,,0.04,0.6,0,7.706,,15,30,2,0,0,0,0,0,0,0
1072-43-1,Propylene sulphide,,,,,0.52,0.44,0,2.87,,3,6,0,0,1,0,0,0,0,0
107-26-6,Ethylmercury(II) bromide,,,,,1.18,1.39,0.12,4.709,,2,1,0,0,0,0,0,1,0,0
107-27-7,Ethylmercury(II) chloride,,,,,1.03,1.5,0.13,4.569,,2,1,0,0,0,0,1,0,0,0
1072-83-9,2-Acetylpyrrole,,,,,0.75,1,0.4,4.271,,6,7,1,1,0,0,0,0,0,0
1072-85-1,o-fluorobromobenzene,,,,,0.78,0.78,0,4.018,,6,4,0,0,0,1,0,1,0,0
1073-06-9,m-fluorobromobenzene,,,,,0.74,0.73,0,3.911,,6,4,0,0,0,1,0,1,0,0
107-39-1,2.4.4-Trimethyl-1-pentene,,,,,0.09,0.07,0,3.289,,8,16,0,0,0,0,0,0,0,0
107-40-4,2.4.4-Trimethylpent-2-ene,,,,,0.14,0.08,0,3.249,,8,16,0,0,0,0,0,0,0,0
107-41-5,2-Methylpentan-2.4-diol,,,,,0.24,0.8,0.62,4.17,,6,14,2,0,0,0,0,0,0,0
1074-17-5,2-n-Propyltoluene,,,,,0.66,0.54,0,4.766,,10,14,0,0,0,0,0,0,0,0
1074-36-8,4-(Mercapto)benzoic acid,,,,,1.22,1.08,0.74,5.808,,7,6,2,0,1,0,0,0,0,0
1074-43-7,3-n-Propyltoluene,,,,,0.62,0.5,0,4.71,,10,14,0,0,0,0,0,0,0,0
1074-55-1,4-n-Propyltoluene,,,,,0.62,0.5,0,4.734,,10,14,0,0,0,0,0,0,0,0
107-45-9,tert-Octylamine,,,,,0.15,0.33,0.16,4.25,,8,19,0,1,0,0,0,0,0,0
107-47-1,Di-tert-butylsulphide,,,,,0.33,0.25,0,4.151,,8,18,0,0,1,0,0,0,0,0
1074-92-6,2-tert.-Butyltoluene,,,,,0.67,0.57,0,4.998,,11,16,0,0,0,0,0,0,0,0
107534-96-3,Tebuconazole,,,,,1.54,1.45,0.24,10.96,,16,22,1,3,0,0,1,0,0,0
1075-38-3,3-tert.-Butyltoluene,,,,,0.63,0.5,0,4.826,,11,16,0,0,0,0,0,0,0,0
1076-56-8,2-Isopropyl-5-methylanisole,,,,,0.68,0.72,0,5.69,,11,16,1,0,0,0,0,0,0,0
107-66-4,Dibutylphosphate,,,,,0.09,0.8,0.96,6.133,,,,,,,,,,,
1077-16-3,n-Hexylbenzene,,,,,0.59,0.5,0,5.72,,12,18,0,0,0,0,0,0,0,0
107-75-5,Hydroxycitronellal,,,,,0.38,0.95,0.31,5.55,,10,20,2,0,0,0,0,0,0,0
107-81-3,2-Bromopentane,,,,,0.33,0.35,0,3.564,,5,11,0,0,0,0,0,1,0,0
107-83-5,2-Methylpentane,,,,,0,0,0,2.503,,6,14,0,0,0,0,0,0,0,0
107-84-6,1-Chloro-3-methylbutane,,,,,0.19,0.37,0,3.094,,5,11,0,0,0,0,1,0,0,0
107-85-7,Isopentylamine,,,,,0.19,0.32,0.16,3.058,,5,13,0,1,0,0,0,0,0,0
107-86-8,3-Methylbut-2-en-1-al,,,,,0.39,0.76,0,3.18,,5,8,1,0,0,0,0,0,0,0
1078-71-3,n-Heptylbenzene,,,,,0.58,0.48,0,6.219,,13,20,0,0,0,0,0,0,0,0
107-87-9,Pentan-2-one,,,,,0.14,0.68,0,2.755,,5,10,1,0,0,0,0,0,0,0
107-88-0,1.3-Butanediol,,,,,0.38,1.01,0.59,3.358,,4,10,2,0,0,0,0,0,0,0
107-92-6,Butanoic acid,,,,,0.21,0.64,0.61,2.75,,4,8,2,0,0,0,0,0,0,0
107-93-7,Crotonic acid,,,,,0.36,0.54,0.6,2.726,,4,6,2,0,0,0,0,0,0,0
107-94-8,3-Chloropropanoic acid,,,,,0.38,0.89,0.62,3.09,,3,5,2,0,0,0,1,0,0,0
107-98-2,1-Methoxy-2-propanol,,,,,0.22,0.53,0.33,2.655,,4,10,2,0,0,0,0,0,0,0
108-01-0,2-Dimethylaminoethanol,,,,,0.32,0.6,0.52,3.137,,4,11,1,1,0,0,0,0,0,0
108-03-2,1-Nitropropane,,,,,0.24,0.95,0,2.894,,3,7,2,1,0,0,0,0,0,0
108-08-7,2.4-Dimethylpentane,,,,,0,0,0,2.809,,7,16,0,0,0,0,0,0,0,0
108-10-1,4-Methylpentan-2-one,,,,,0.11,0.65,0,3.089,,6,12,1,0,0,0,0,0,0,0
108-11-2,4-Methylpentan-2-ol,,,,,0.17,0.33,0.33,3.263,,6,14,1,0,0,0,0,0,0,0
1081-77-2,n-Nonylbenzene,,,,,0.58,0.48,0,7.212,,15,24,0,0,0,0,0,0,0,0
108-18-9,Diisopropylamine,,,,,0.05,0.21,0.07,2.893,,6,15,0,1,0,0,0,0,0,0
108-20-3,Diisopropyl ether,,,,,-0.06,0.17,0,2.501,,6,14,1,0,0,0,0,0,0,0
108-21-4,Isopropyl acetate,,,,,0.06,0.57,0,2.546,,5,10,2,0,0,0,0,0,0,0
108-22-5,Isopropenyl acetate,,,,,0.19,0.6,0,2.65,,5,8,2,0,0,0,0,0,0,0
108238-41-1,3.6-Dihydroxyflavone,,,,,2.19,1.83,0.96,10.23,,,,,,,,,,,
108-24-7,Acetic anhydride,,,,,0.17,0.85,0.03,2.828,,4,6,3,0,0,0,0,0,0,0
108-29-2,g-Pentanolactone,,,,,0.36,1.39,0,3.542,,5,8,2,0,0,0,0,0,0,0
108-31-6,Maleic anhydride,,,,,0.75,1.02,0,3.121,,4,2,3,0,0,0,0,0,0,0
108-32-7,Propylene carbonate,,,,,0.32,1.37,0,3.088,,4,6,3,0,0,0,0,0,0,0
1083-27-8,Hexyl 4-hydroxybenzoate,,,,,0.89,1.47,0.74,8.42,,,,,,,,,,,
1083-41-6,Butyl 3.4.5-trihydroxybenzoic acid,,,,,1.19,1.61,1.35,8.466,,,,,,,,,,,
1083-56-3,1.4-Diphenylbutane,,,,,1.22,1.04,0,7.882,,16,18,0,0,0,0,0,0,0,0
108-36-1,1.3-Dibromobenzene,,,,,1.17,0.88,0,5.327,,6,4,0,0,0,0,0,2,0,0
108-37-2,m-chlorobromobenzene,,,,,1.02,0.81,0,4.927,,6,4,0,0,0,0,1,1,0,0
108-38-3,m-Xylene,,,,,0.62,0.52,0,3.839,,8,10,0,0,0,0,0,0,0,0
108-39-4,m-Cresol,,,,,0.82,0.88,0.57,4.31,,7,8,1,0,0,0,0,0,0,0
108-41-8,3-Chlorotoluene,,,,,0.74,0.67,0,4.179,,7,7,0,0,0,0,1,0,0,0
108-42-9,3-Chloroaniline,,,,,1.05,1.1,0.3,4.909,,6,6,0,1,0,0,1,0,0,0
108-43-0,3-Chlorophenol,,,,,0.91,1.06,0.69,4.773,,6,5,1,0,0,0,1,0,0,0
108-44-1,m-Toluidine,,,,,0.95,0.95,0.23,4.463,,7,9,0,1,0,0,0,0,0,0
108-45-2,m-Phenylenediamine,,,,,1.28,1.54,0.23,5.396,,6,8,0,2,0,0,0,0,0,0
108-46-3,Resorcinol,,,,,0.98,1.11,1.09,4.618,,6,6,2,0,0,0,0,0,0,0
108-47-4,2.4-Dimethylpyridine,,,,,0.63,0.76,0,4.006,,7,9,0,1,0,0,0,0,0,0
108-48-5,2.6-Dimethylpyridine,,,,,0.61,0.7,0,3.76,,7,9,0,1,0,0,0,0,0,0
108-50-9,2.6-Dimethylpyrazine,,,,,0.63,0.85,0,3.846,,6,8,0,2,0,0,0,0,0,0
1085-12-7,Heptyl 4-hydroxybenzoate,,,,,0.89,1.48,0.74,8.92,,14,20,3,0,0,0,0,0,0,0
108-59-8,Dimethyl malonate,,,,,0.2,1.03,0,3.652,,5,8,4,0,0,0,0,0,0,0
108-60-1,Bis(2-chloroisopropyl)ether,,,,,0.3,0.8,0,4.519,,6,12,1,0,0,0,2,0,0,0
108-64-5,Ethyl 3-methylbutanoate,,,,,0.03,0.55,0,3.579,,7,14,2,0,0,0,0,0,0,0
108-65-6,1-Methoxy-2-propyl acetate,,,,,0.09,0.81,0,3.746,,6,12,3,0,0,0,0,0,0,0
108-67-8,1.3.5-Trimethylbenzene,,,,,0.65,0.52,0,4.344,,9,12,0,0,0,0,0,0,0,0
108-68-9,3.5-Dimethylphenol,,,,,0.83,0.86,0.55,4.856,,8,10,1,0,0,0,0,0,0,0
108-69-0,3.5-Dimethylaniline,,,,,0.96,0.95,0.2,5.072,,8,11,0,1,0,0,0,0,0,0
108-70-3,1.3.5-Trichlorobenzene,,,,,0.98,0.73,0,5.045,,6,3,0,0,0,0,3,0,0,0
108-73-6,1.3.5-Trihydroxybenzene,,,,,1.36,1.39,1.4,5.841,,6,6,3,0,0,0,0,0,0,0
108-75-8,2.4.6-Trimethylpyridine,,,,,0.63,0.69,0,4.324,,8,11,0,1,0,0,0,0,0,0
1088-11-5,Desmethyldiazepam,,,,,2.21,1.68,0.26,10.36,,15,11,1,2,0,0,1,0,0,0
108-82-7,2.6-Dimethylheptan-4-ol,,,,,0.12,0.3,0.33,4.66,,9,20,1,0,0,0,0,0,0,0
108-83-8,2.6-Dimethylheptan-4-one,,,,,0.05,0.6,0,4.244,,9,18,1,0,0,0,0,0,0,0
108-84-9,4-Methyl-2-pentyl acetate,,,,,0,0.54,0,3.822,,8,16,2,0,0,0,0,0,0,0
108-85-0,Bromocyclohexane,,,,,0.62,0.54,0,4.395,,6,11,0,0,0,0,0,1,0,0
108-86-1,Bromobenzene,,,,,0.88,0.73,0,4.041,,6,5,0,0,0,0,0,1,0,0
108-87-2,Methylcyclohexane,,,,,0.24,0.06,0,3.319,,7,14,0,0,0,0,0,0,0,0
108-88-3,Toluene,,,,,0.6,0.52,0,3.325,,7,8,0,0,0,0,0,0,0,0
108-89-4,4-Methylpyridine,,,,,0.63,0.82,0,3.64,,6,7,0,1,0,0,0,0,0,0
108-90-7,Chlorobenzene,,,,,0.72,0.65,0,3.657,,6,5,0,0,0,0,1,0,0,0
108-91-8,Cyclohexylamine,,,,,0.43,0.56,0.19,3.661,,6,13,0,1,0,0,0,0,0,0
108-93-0,Cyclohexanol,,,,,0.46,0.59,0.29,3.732,,6,12,1,0,0,0,0,0,0,0
108-94-1,Cyclohexanone,,,,,0.4,0.86,0,3.792,,6,10,1,0,0,0,0,0,0,0
108-95-2,Phenol,,,,,0.81,0.89,0.6,3.766,,6,6,1,0,0,0,0,0,0,0
108-98-5,Thiophenol,,,,,1,0.8,0.12,4.11,,6,6,0,0,1,0,0,0,0,0
108-99-6,3-Methylpyridine,,,,,0.63,0.81,0,3.631,,6,7,0,1,0,0,0,0,0,0
109-01-3,N-Methylpiperazine,,,,,0.47,0.65,0.19,3.493,,5,12,0,2,0,0,0,0,0,0
109-02-4,N-Methylmorpholine,,,,,0.33,0.74,0,3.27,,5,11,1,1,0,0,0,0,0,0
109-04-6,2-Bromopyridine,,,,,0.92,1.21,0,4.386,,5,4,0,1,0,0,0,1,0,0
109-05-7,2-Methylpiperidine,,,,,0.37,0.37,0.06,3.23,,6,13,0,1,0,0,0,0,0,0
109-06-8,2-Methylpyridine,,,,,0.6,0.75,0,3.422,,6,7,0,1,0,0,0,0,0,0
109-07-9,2-Methylpiperazine,,,,,0.55,0.8,0.3,3.745,,5,12,0,2,0,0,0,0,0,0
109-08-0,2-Methylpyrazine,,,,,0.63,0.85,0,3.333,,5,6,0,2,0,0,0,0,0,0
109-09-1,2-Chloropyridine,,,,,0.74,1.04,0,3.875,,5,4,0,1,0,0,1,0,0,0
109-12-6,2-Aminopyrimidine,,,,,0.95,1.2,0.32,4.064,,,,,,,,,,,
109-19-3,Butyl 3-methylbutanoate,,,,,-0.01,0.53,0,4.56,,9,18,2,0,0,0,0,0,0,0
109-21-7,Butyl butanoate,,,,,0.04,0.56,0,4.275,,8,16,2,0,0,0,0,0,0,0
109-49-9,Hex-5-en-2-one,,,,,0.28,0.75,0,3.181,,6,10,1,0,0,0,0,0,0,0
109-52-4,Pentanoic acid,,,,,0.21,0.63,0.62,3.227,,5,10,2,0,0,0,0,0,0,0
109-53-5,2-Methylpropyl vinyl ether,,,,,0.11,0.33,0,2.746,,6,12,1,0,0,0,0,0,0,0
109-55-7,3-Dimethylamino-1-propylamine,,,,,0.3,0.53,0.16,3.587,,5,14,0,2,0,0,0,0,0,0
109-57-9,Allylthiourea,,,,,0.94,0.76,0.45,4.618,,4,8,0,2,1,0,0,0,0,0
109-59-1,2-isopropoxyethanol,,,,,0.2,0.48,0.21,3.214,,5,12,2,0,0,0,0,0,0,0
109-60-4,n-Propyl acetate,,,,,0.09,0.6,0,2.819,,5,10,2,0,0,0,0,0,0,0
109637-83-4,Artelinic acid,,,,,1.82,1.96,0.58,14.13,,,,,,,,,,,
109-64-8,1.3-Dibromopropane,,,,,0.72,0.8,0,3.872,,3,6,0,0,0,0,0,2,0,0
109-65-9,1-Bromobutane,,,,,0.36,0.4,0,3.105,,4,9,0,0,0,0,0,1,0,0
109-69-3,1-Chlorobutane,,,,,0.21,0.4,0,2.722,,4,9,0,0,0,0,1,0,0,0
109-70-6,1-Bromo-3-chloropropane,,,,,0.56,0.89,0,3.582,,3,6,0,0,0,0,1,1,0,0
109-73-9,n-Butylamine,,,,,0.22,0.35,0.16,2.618,,4,11,0,1,0,0,0,0,0,0
109-74-0,butyronitrile,,,,,0.19,0.9,0,2.548,,4,7,0,1,0,0,0,0,0,0
109-75-1,Allyl cyanide,,,,,0.28,0.81,0,2.536,,4,5,0,1,0,0,0,0,0,0
109-76-2,1.3-Diaminopropane,,,,,0.45,0.61,0.43,2.842,,3,10,0,2,0,0,0,0,0,0
109-77-3,Malononitrile,,,,,0.34,1.58,0.2,2.978,,3,2,0,2,0,0,0,0,0,0
109-79-5,n-Butanethiol,,,,,0.38,0.43,0,3.059,,4,10,0,0,1,0,0,0,0,0
109-80-8,Propane-1.3-dithiol,,,,,0.78,0.84,0,3.86,,3,8,0,0,2,0,0,0,0,0
109-83-1,N-Methylethanolamine,,,,,0.39,0.6,0.28,2.67,,3,9,1,1,0,0,0,0,0,0
109-85-3,2-Methoxyethylamine,,,,,0.27,0.6,0.16,2.435,,3,9,1,1,0,0,0,0,0,0
109-86-4,2-Methoxyethanol,,,,,0.27,0.5,0.3,2.49,,3,8,2,0,0,0,0,0,0,0
109889-09-0,Granisetron,,,,,2.36,2.39,0.26,13.02,,,,,,,,,,,
109-89-7,Diethylamine,,,,,0.15,0.3,0.08,2.395,,4,11,0,1,0,0,0,0,0,0
109-96-6,2.5-Dihydro-1H-pyrrole,,,,,0.5,0.53,0.2,2.485,,4,7,0,1,0,0,0,0,0,0
109-97-7,Pyrrole,,,,,0.61,0.91,0.22,2.792,,4,5,0,1,0,0,0,0,0,0
109-99-9,Tetrahydrofuran,,,,,0.29,0.52,0,2.636,,4,8,1,0,0,0,0,0,0,0
110-01-0,Tetrahydrothiophene,,,,,0.62,0.66,0,3.061,,4,8,0,0,1,0,0,0,0,0
110-02-1,Thiophene,,,,,0.69,0.57,0,2.819,,4,4,0,0,1,0,0,0,0,0
110-05-4,Di-t-butylperoxide,,,,,-0.11,-0.12,0,3.585,,8,18,2,0,0,0,0,0,0,0
110-06-5,Di-tert-butyldisulfide,,,,,0.64,0.37,0,5.17,,8,18,0,0,2,0,0,0,0,0
110104-37-5,Acyclovirn2acetyl,,,,,2.42,2.2,0.87,10.92,,10,13,4,5,0,0,0,0,0,0
110-12-3,5-Methylhexan-2-one,,,,,0.11,0.68,0,3.713,,7,14,1,0,0,0,0,0,0,0
110-13-4,2.5-Hexanedione,,,,,0.26,1.31,0.06,4.072,,6,10,2,0,0,0,0,0,0,0
110-14-5,Succinamide,,,,,0.85,1.98,0.97,5.51,,4,8,2,2,0,0,0,0,0,0
110-15-6,Sucinnic acid,,,,,0.37,1.32,1.03,3.951,,4,6,4,0,0,0,0,0,0,0
110-16-7,Maleic acid,,,,,0.71,1.19,0.75,4.076,,4,4,4,0,0,0,0,0,0,0
110-17-8,Fumaric acid,,,,,0.71,0.94,0.87,3.916,,4,4,4,0,0,0,0,0,0,0
110-19-0,Isobutyl acetate,,,,,0.05,0.57,0,3.161,,6,12,2,0,0,0,0,0,0,0
110-27-0,Isopropyl tetradecanoate,,,,,-0.06,0.53,0,8.57,,17,34,2,0,0,0,0,0,0,0
110-38-3,ethyl decanoate,,,,,0.01,0.58,0,6.18,,12,24,2,0,0,0,0,0,0,0
11039-70-6,Plinol,,,,,0.51,0.47,0.32,5.372,,,,,,,,,,,
110-40-7,Diethyl sebaccate,,,,,0.05,1.1,0,7.9,,14,26,4,0,0,0,0,0,0,0
110-42-9,Methyl decanoate,,,,,0.05,0.6,0,5.803,,11,22,2,0,0,0,0,0,0,0
110-43-0,Heptan-2-one,,,,,0.12,0.68,0,3.76,,7,14,1,0,0,0,0,0,0,0
110-44-1,Sorbic acid,,,,,0.48,0.83,0.55,3.817,,6,8,2,0,0,0,0,0,0,0
110-45-2,Isoamyl formate,,,,,0.09,0.6,0,3.306,,6,12,2,0,0,0,0,0,0,0
110-46-3,Isopentyl nitrite,,,,,0.08,0.29,0,2.88,,5,11,2,1,0,0,0,0,0,0
110-49-6,2-Methoxyethyl acetate,,,,,0.17,0.79,0,3.29,,5,10,3,0,0,0,0,0,0,0
110-52-1,1.4-Dibromobutane,,,,,0.73,0.8,0,4.353,,4,8,0,0,0,0,0,2,0,0
110-53-2,1-Bromopentane,,,,,0.36,0.4,0,3.611,,5,11,0,0,0,0,0,1,0,0
110-54-3,n-Hexane,,,,,0,0,0,2.668,,6,14,0,0,0,0,0,0,0,0
110-56-5,1.4-Dichlorobutane,,,,,0.41,0.95,0,3.501,,4,8,0,0,0,0,2,0,0,0
110-57-6,trans-1.4-Dichlorobut-2-ene,,,,,0.53,0.95,0,3.747,,4,6,0,0,0,0,2,0,0,0
110-58-7,n-Pentylamine,,,,,0.21,0.35,0.16,3.139,,5,13,0,1,0,0,0,0,0,0
110-59-8,n-Valeronitrile,,,,,0.18,0.9,0,3.108,,5,9,0,1,0,0,0,0,0,0
110-60-1,1.4-Diaminobutane,,,,,0.43,0.62,0.42,3.444,,4,12,0,2,0,0,0,0,0,0
110-61-2,1.2-Dicyanoethane,,,,,0.35,2.1,0,3.918,,4,4,0,2,0,0,0,0,0,0
110-62-3,Pentanal,,,,,0.16,0.65,0,2.851,,5,10,1,0,0,0,0,0,0,0
110-63-4,1.4-Butanediol,,,,,0.4,0.93,0.72,3.795,,4,10,2,0,0,0,0,0,0,0
110-64-5,But-2-en-1.4-diol,,,,,0.53,0.93,0.52,3.41,,4,8,2,0,0,0,0,0,0,0
110-66-7,Pentylthiol,,,,,0.37,0.43,0,3.624,,5,12,0,0,1,0,0,0,0,0
110-68-9,Methyl-n-butylamine,,,,,0.15,0.3,0.08,2.829,,5,13,0,1,0,0,0,0,0,0
110-69-0,Butanal oxime,,,,,0.36,0.58,0.35,3.149,,4,9,1,1,0,0,0,0,0,0
110-71-4,1.2-Dimethoxyethane,,,,,0.12,0.67,0,2.654,,4,10,2,0,0,0,0,0,0,0
110-73-6,N-Ethylethanolamine,,,,,0.37,0.58,0.38,3.154,,4,11,1,1,0,0,0,0,0,0
110-74-7,n-Propyl formate,,,,,0.13,0.63,0,2.433,,4,8,2,0,0,0,0,0,0,0
110-75-8,2-Chloroethylvinylether,,,,,0.29,0.76,0,3.002,,4,7,1,0,0,0,1,0,0,0
110-76-9,2-Ethoxyethylamine,,,,,0.23,0.59,0.16,2.88,,4,11,1,1,0,0,0,0,0,0
110-78-1,Propyl isocyanate,,,,,0.2,0.6,0,2.53,,4,7,1,1,0,0,0,0,0,0
110-80-5,2-Ethoxyethanol,,,,,0.24,0.55,0.29,2.719,,4,10,2,0,0,0,0,0,0,0
110-81-6,Diethyl disulfide,,,,,0.67,0.54,0,4.036,,4,10,0,0,2,0,0,0,0,0
110-82-7,Cyclohexane,,,,,0.31,0.1,0,2.964,,6,12,0,0,0,0,0,0,0,0
110-83-8,Cyclohexene,,,,,0.4,0.28,0,2.952,,6,10,0,0,0,0,0,0,0,0
110-85-0,Piperazine,,,,,0.57,0.85,0.3,3.438,,4,10,0,2,0,0,0,0,0,0
110-86-1,Pyridine,,,,,0.63,0.84,0,3.022,,5,5,0,1,0,0,0,0,0,0
110-87-2,3.4-Dihydropyran,,,,,0.39,0.51,0,2.91,,5,8,1,0,0,0,0,0,0,0
110-89-4,Piperidine,,,,,0.42,0.4,0.06,3.075,,5,11,0,1,0,0,0,0,0,0
110-91-8,Morpholine,,,,,0.43,0.79,0.06,3.289,,4,9,1,1,0,0,0,0,0,0
110-93-0,6-Methylhept-5-en-2-one,,,,,0.28,0.73,0,4.169,,8,14,1,0,0,0,0,0,0,0
110-94-1,Glutaric acid,,,,,0.36,1.28,1.05,4.207,,5,8,4,0,0,0,0,0,0,0
110-96-3,Di-isobutylamine,,,,,0.05,0.24,0.05,4.21,,8,19,0,1,0,0,0,0,0,0
110-97-4,Diisopropanolamine,,,,,0.44,0.86,0.74,4.934,,6,15,2,1,0,0,0,0,0,0
110-99-6,Diglycolic acid,,,,,0.38,1.15,1.14,4.321,,4,6,5,0,0,0,0,0,0,0
111-06-8,Butyl hexadecanoate,,,,,-0.04,0.56,0,10.114,,20,40,2,0,0,0,0,0,0,0
111-11-5,methyl octanoate,,,,,0.07,0.6,0,4.838,,9,18,2,0,0,0,0,0,0,0
111-12-6,Methyl 2-octynoate,,,,,0.3,0.71,0,4.93,,9,14,2,0,0,0,0,0,0,0
111-13-7,Octan-2-one,,,,,0.11,0.68,0,4.257,,8,16,1,0,0,0,0,0,0,0
111-14-8,Heptanoic acid,,,,,0.15,0.64,0.62,4.183,,7,14,2,0,0,0,0,0,0,0
111-15-9,2-Ethoxyethyl acetate,,,,,0.1,0.79,0,3.747,,6,12,3,0,0,0,0,0,0,0
111-16-0,Pimelic acid,,,,,0.35,1.26,1.1,5.277,,7,12,4,0,0,0,0,0,0,0
111-20-6,Sebacic acid,,,,,0.35,1.36,1.12,6.92,,10,18,4,0,0,0,0,0,0,0
111-24-0,1.5-Dibromopentane,,,,,0.72,0.8,0,4.848,,5,10,0,0,0,0,0,2,0,0
111-25-1,1-Bromohexane,,,,,0.35,0.4,0,4.13,,6,13,0,0,0,0,0,1,0,0
111-26-2,n-Hexylamine,,,,,0.2,0.35,0.16,3.655,,6,15,0,1,0,0,0,0,0,0
111-27-3,Hexan-1-ol,,,,,0.21,0.42,0.37,3.61,,6,14,1,0,0,0,0,0,0,0
111-29-5,Pentan-1.5-diol,,,,,0.39,0.9,0.72,4.2,,5,12,2,0,0,0,0,0,0,0
1113-02-6,Omethoate,,,,,0.69,1.5,0.31,6.62,,5,12,4,1,1,0,0,0,0,0
111-30-8,Glutaraldehyde,,,,,0.43,1.1,0,3.599,,5,8,2,0,0,0,0,0,0,0
111-31-9,Hexylthiol,,,,,0.36,0.42,0,4.133,,6,14,0,0,1,0,0,0,0,0
